epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.21061266958713531,0.0010000000474974513,2.286421775817871,0.25006964802742004,1.992632269859314
1,0.1875,0.0010000000474974513,2.0335657596588135,0.24784062802791595,1.9848947525024414
2,0.2945016622543335,0.0010000000474974513,1.774740219116211,0.40080803632736206,1.5257105827331543
3,0.3125,0.0010000000474974513,1.8912293910980225,0.38757315278053284,1.542954921722412
4,0.38408100605010986,0.0010000000474974513,1.574568510055542,0.4289495646953583,1.48116135597229
5,0.421875,0.0010000000474974513,1.6468350887298584,0.41209250688552856,1.512084722518921
6,0.43096527457237244,0.0010000000474974513,1.4682499170303345,0.4745054244995117,1.3632878065109253
7,0.375,0.0010000000474974513,1.6583436727523804,0.4901086688041687,1.3257396221160889
8,0.45568162202835083,0.0010000000474974513,1.4246104955673218,0.5029256343841553,1.2874330282211304
9,0.375,0.0010000000474974513,1.3912253379821777,0.5041794180870056,1.2925018072128296
10,0.46793505549430847,0.0010000000474974513,1.382920265197754,0.4837001860141754,1.2863068580627441
11,0.390625,0.0010000000474974513,1.4946293830871582,0.4795207679271698,1.3019108772277832
12,0.4794204831123352,0.0010000000474974513,1.363457441329956,0.5164391398429871,1.2624014616012573
13,0.515625,0.0010000000474974513,1.3263850212097168,0.5151852965354919,1.270816683769226
14,0.4912550151348114,0.0010000000474974513,1.33904230594635,0.530509889125824,1.2326304912567139
15,0.53125,0.0010000000474974513,1.2566957473754883,0.5282808542251587,1.2395168542861938
16,0.4986908733844757,0.0010000000474974513,1.3123167753219604,0.5494566559791565,1.1740503311157227
17,0.46875,0.0010000000474974513,1.4854133129119873,0.5395653247833252,1.200161337852478
18,0.5130389332771301,0.0010000000474974513,1.2979241609573364,0.5222903490066528,1.2386372089385986
19,0.5,0.0010000000474974513,1.216242790222168,0.5220116972923279,1.2435880899429321
20,0.5188339948654175,0.0010000000474974513,1.2771387100219727,0.5522429943084717,1.1616624593734741
21,0.625,0.0010000000474974513,1.1721795797348022,0.553496778011322,1.1606184244155884
22,0.5266189575195312,0.0010000000474974513,1.261785626411438,0.5555865168571472,1.1920323371887207
23,0.703125,0.0010000000474974513,0.88740074634552,0.5569796562194824,1.1898255348205566
24,0.5300401449203491,0.0010000000474974513,1.247237205505371,0.5488994121551514,1.185683012008667
25,0.421875,0.0010000000474974513,1.4849375486373901,0.5452772378921509,1.1787638664245605
26,0.537196695804596,0.0010000000474974513,1.233269453048706,0.5572583079338074,1.1657911539077759
27,0.546875,0.00010000000474974513,1.2446075677871704,0.5578155517578125,1.1636351346969604
28,0.5614243149757385,0.00010000000474974513,1.1594460010528564,0.5977988243103027,1.046351432800293
29,0.625,0.00010000000474974513,1.0111374855041504,0.5982167720794678,1.0453710556030273
30,0.581427812576294,0.00010000000474974513,1.1219688653945923,0.6043466329574585,1.035508394241333
31,0.578125,0.00010000000474974513,1.1114287376403809,0.6042072772979736,1.0350617170333862
32,0.5814627408981323,0.00010000000474974513,1.1166348457336426,0.6047645807266235,1.0301189422607422
33,0.546875,0.00010000000474974513,1.1283390522003174,0.6046252250671387,1.0301756858825684
34,0.5859661102294922,0.00010000000474974513,1.0991462469100952,0.6047645807266235,1.0288585424423218
35,0.609375,0.00010000000474974513,1.015856385231018,0.6057397723197937,1.0292593240737915
36,0.5860708951950073,0.00010000000474974513,1.0950874090194702,0.6106157898902893,1.0192527770996094
37,0.640625,0.00010000000474974513,0.9491188526153564,0.6096405386924744,1.018808126449585
38,0.5914819240570068,0.00010000000474974513,1.087056279182434,0.6139593124389648,1.0189223289489746
39,0.484375,0.00010000000474974513,1.2245988845825195,0.6124268770217896,1.0196248292922974
40,0.5931575894355774,0.00010000000474974513,1.0792927742004395,0.6101978421211243,1.0228924751281738
41,0.609375,0.00010000000474974513,1.048156499862671,0.6090832948684692,1.0230520963668823
42,0.5962297320365906,0.00010000000474974513,1.071463942527771,0.6125661730766296,1.0166505575180054
43,0.640625,0.00010000000474974513,0.9873064160346985,0.6117302775382996,1.0161203145980835
44,0.6008378267288208,0.00010000000474974513,1.068461537361145,0.6004458069801331,1.0287365913391113
45,0.640625,0.00010000000474974513,1.185706615447998,0.6014209985733032,1.0285115242004395
46,0.5974864959716797,0.00010000000474974513,1.0627050399780273,0.6184173822402954,1.0051648616790771
47,0.671875,0.00010000000474974513,0.9246752262115479,0.6182780861854553,1.005021333694458
48,0.5983242988586426,0.00010000000474974513,1.0610188245773315,0.6146559119224548,1.0106953382492065
49,0.65625,0.00010000000474974513,1.0115234851837158,0.6140986084938049,1.010526418685913
50,0.6013615131378174,0.00010000000474974513,1.0524694919586182,0.6147952079772949,1.0127860307693481
51,0.578125,0.00010000000474974513,0.9847985506057739,0.6143772602081299,1.0131895542144775
52,0.6030721068382263,0.00010000000474974513,1.0496021509170532,0.6178601384162903,0.9957316517829895
53,0.484375,0.00010000000474974513,1.1908701658248901,0.6184173822402954,0.9954566955566406
54,0.6041194200515747,0.00010000000474974513,1.0429936647415161,0.6108943819999695,1.0176836252212524
55,0.5625,0.00010000000474974513,1.09429132938385,0.6108943819999695,1.018518090248108
56,0.6075406074523926,0.00010000000474974513,1.0415370464324951,0.6210643649101257,0.9915982484817505
57,0.609375,0.00010000000474974513,1.0241186618804932,0.6217609643936157,0.9912956953048706
58,0.6043288707733154,0.00010000000474974513,1.040406584739685,0.6081081032752991,1.0220205783843994
59,0.546875,0.00010000000474974513,1.1280076503753662,0.6086653470993042,1.0214933156967163
60,0.6103683114051819,0.00010000000474974513,1.0324982404708862,0.6170242428779602,0.9980138540267944
61,0.640625,0.00010000000474974513,1.1309282779693604,0.6167455911636353,0.996681809425354
62,0.6104381084442139,0.00010000000474974513,1.0311760902404785,0.6161883473396301,1.0145137310028076
63,0.515625,1.0000000656873453e-05,1.2098881006240845,0.6164669990539551,1.014400601387024
64,0.6140338778495789,1.0000000656873453e-05,1.0247399806976318,0.6224575042724609,0.9926236867904663
65,0.609375,1.0000000656873453e-05,1.0066614151000977,0.6223182082176208,0.9926519989967346
66,0.6152207851409912,1.0000000656873453e-05,1.0188298225402832,0.622596800327301,0.9917331337928772
67,0.65625,1.0000000656873453e-05,0.943524956703186,0.622596800327301,0.9917611479759216
68,0.6187816262245178,1.0000001111620804e-06,1.0121047496795654,0.623293399810791,0.9920434355735779
69,0.625,1.0000001111620804e-06,1.0411956310272217,0.623572051525116,0.9920122623443604
70,0.6174899339675903,1.0000001111620804e-06,1.0110212564468384,0.6242685914039612,0.9909928441047668
71,0.5625,1.0000001111620804e-06,1.0226337909698486,0.6244078874588013,0.9909679293632507
72,0.615290641784668,1.0000001111620804e-06,1.0202453136444092,0.6241292953491211,0.9908886551856995
73,0.640625,1.0000001111620804e-06,0.9933426976203918,0.6241292953491211,0.9908915162086487
74,0.6197940111160278,1.0000001111620804e-06,1.0133821964263916,0.6244078874588013,0.990388810634613
75,0.703125,1.0000001111620804e-06,0.8719295263290405,0.6244078874588013,0.9903998970985413
76,0.6152207851409912,1.0000001111620804e-06,1.017137885093689,0.6239899396896362,0.9903103709220886
77,0.53125,1.0000001111620804e-06,1.0908037424087524,0.6241292953491211,0.9902018308639526
78,0.6172106862068176,1.0000001111620804e-06,1.0154807567596436,0.6242685914039612,0.9901293516159058
79,0.625,1.0000001111620804e-06,0.9247338771820068,0.6242685914039612,0.9902452826499939
80,0.6197940111160278,1.0000001111620804e-06,1.0117104053497314,0.6246865391731262,0.9898196458816528
81,0.59375,1.0000001111620804e-06,1.1923213005065918,0.6246865391731262,0.9898042678833008
82,0.6187816262245178,1.0000001111620804e-06,1.0132882595062256,0.6241292953491211,0.9896921515464783
83,0.5625,1.0000001111620804e-06,1.038082480430603,0.6239899396896362,0.9896352887153625
84,0.6180834174156189,1.0000001111620804e-06,1.0180951356887817,0.623711347579956,0.9892768859863281
85,0.640625,1.0000001111620804e-06,0.94637531042099,0.6238506436347961,0.9893326163291931
86,0.6213998794555664,1.0000001111620804e-06,1.0112899541854858,0.6239899396896362,0.9885702133178711
87,0.625,1.0000001111620804e-06,0.9427628517150879,0.6239899396896362,0.9885600805282593
88,0.6160935759544373,1.0000001111620804e-06,1.0156195163726807,0.623711347579956,0.9887221455574036
89,0.59375,1.0000001111620804e-06,1.0386757850646973,0.623711347579956,0.9887147545814514
90,0.6200034618377686,1.0000001111620804e-06,1.0113788843154907,0.6241292953491211,0.9894309639930725
91,0.703125,1.0000001111620804e-06,0.9713572859764099,0.6239899396896362,0.9894431829452515
92,0.6180485486984253,1.000000082740371e-07,1.0135421752929688,0.623711347579956,0.9891712665557861
93,0.53125,1.000000082740371e-07,1.1328778266906738,0.623711347579956,0.9892069697380066
94,0.6123930811882019,1.000000082740371e-07,1.0142204761505127,0.6239899396896362,0.9892730712890625
95,0.5,1.000000082740371e-07,1.29477858543396,0.6238506436347961,0.9892856478691101
96,0.6207715272903442,1.000000082740371e-07,1.0100455284118652,0.6241292953491211,0.9891652464866638
97,0.609375,1.0000000116860974e-07,1.149881362915039,0.6242685914039612,0.989201009273529
98,0.6193053126335144,1.0000000116860974e-07,1.0157127380371094,0.6241292953491211,0.9885696768760681
99,0.625,1.0000000116860974e-07,0.895531415939331,0.6244078874588013,0.9886377453804016
